ID,수신자,종류,트리거,이전,이후,사유,참조번호,참조요약,KST,읽음,제목
pn-overdue-88-O0-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 10:00에 카카오톡 「GS칼텍스 예울마루 기획전시 <숨:쉬는 SUM> 오픈」 완료하셨나요? 확인해주세요.",88,2026-07-21 카카오톡 GS칼텍스 예울마루 기획전시 <숨:쉬는 SUM> 오픈,2026-07-21 10:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-116-O0-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 10:00에 인스타그램 「숨: 쉬는 섬」 완료하셨나요? 확인해주세요.",116,2026-07-21 인스타그램 숨: 쉬는 섬,2026-07-21 10:16,TRUE,🔔 홍보 완료됐나요?
pn-overdue-88-O1-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 10:00에 카카오톡 「GS칼텍스 예울마루 기획전시 <숨:쉬는 SUM> 오픈」 완료하셨나요? 확인해주세요.",88,2026-07-21 카카오톡 GS칼텍스 예울마루 기획전시 <숨:쉬는 SUM> 오픈,2026-07-21 10:31,TRUE,🔔 홍보 완료됐나요?
pn-overdue-116-O1-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 10:00에 인스타그램 「숨: 쉬는 섬」 완료하셨나요? 확인해주세요.",116,2026-07-21 인스타그램 숨: 쉬는 섬,2026-07-21 10:31,TRUE,🔔 홍보 완료됐나요?
m1784597983107-r6ak,Jordan Bennett 22946,일반,예정→완료,예정,완료,,116,2026-07-21 인스타그램 숨: 쉬는 섬,2026-07-21 01:39,TRUE,
m1784598379571-atr0,Avery Reed 08336,일반,변경,예정,예정,관리자가 신청 내용을 변경했어요,107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-21 01:46,FALSE,
m1784598490059-t8ey,Avery Reed 08336,일반,변경,예정,예정,관리자가 신청 내용을 변경했어요,107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-21 01:48,FALSE,
pn-overdue-88-O3-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 10:00에 카카오톡 「GS칼텍스 예울마루 기획전시 <숨:쉬는 SUM> 오픈」 완료하셨나요? 확인해주세요.",88,2026-07-21 카카오톡 GS칼텍스 예울마루 기획전시 <숨:쉬는 SUM> 오픈,2026-07-21 11:01,TRUE,🔔 홍보 완료됐나요?
pn-overdue-88-O4-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 10:00에 카카오톡 「GS칼텍스 예울마루 기획전시 <숨:쉬는 SUM> 오픈」 완료하셨나요? 확인해주세요.",88,2026-07-21 카카오톡 GS칼텍스 예울마루 기획전시 <숨:쉬는 SUM> 오픈,2026-07-21 11:16,TRUE,🔔 홍보 완료됐나요?
m1784606064404-1u4x,Cameron Foster 06326,일반,예정→완료,예정,완료,,88,2026-07-21 카카오톡 GS칼텍스 예울마루 기획전시 <숨:쉬는 SUM> 오픈,2026-07-21 03:54,TRUE,
m1784606993489-ocvw,Cameron Lane 09790,중요,취소,예정,취소,-,121,2026-07-24 문자 그날들 T/O,2026-07-21 04:09,TRUE,
m1784607015912-qkqx,Cameron Lane 09790,일반,변경,예정,예정,관리자가 신청 내용을 변경했어요,120,2026-07-24 카카오톡 그날들 T/O,2026-07-21 04:10,TRUE,
m1784609996061-by9s,Avery Reed 08336,일반,변경,예정,예정,관리자가 신청 내용을 변경했어요,130,2026-07-23 문자 그날들,2026-07-21 04:59,TRUE,
pn-morning-107-AM2026-07-22-Avery Reed 08336,Avery Reed 08336,일반,홍보-당일,,,"Avery Reed 08336님, 오늘 예정된 15:00 문자 「피아노피아노 티켓오픈」를 확인해주세요.",107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-22 09:31,TRUE,📣 오늘 홍보 일정이 있어요
pn-unassigned-108-AM2026-07-22-Avery Reed 08336,Avery Reed 08336,일반,홍보-미지정,,,오늘 15:50 카카오톡 「피아노피아노 T/O」 홍보에 지정된 담당자가 없으니 확인해주세요.,108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 09:31,FALSE,📣 담당자 미지정 홍보가 있어요
pn-unassigned-108-AM2026-07-22-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-미지정,,,오늘 15:50 카카오톡 「피아노피아노 T/O」 홍보에 지정된 담당자가 없으니 확인해주세요.,108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 09:31,FALSE,📣 담당자 미지정 홍보가 있어요
pn-unassigned-109-AM2026-07-22-Avery Reed 08336,Avery Reed 08336,일반,홍보-미지정,,,오늘 16:00 인스타그램 「피아노피아노 T/O」 홍보에 지정된 담당자가 없으니 확인해주세요.,109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 09:31,FALSE,📣 담당자 미지정 홍보가 있어요
pn-unassigned-109-AM2026-07-22-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-미지정,,,오늘 16:00 인스타그램 「피아노피아노 T/O」 홍보에 지정된 담당자가 없으니 확인해주세요.,109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 09:31,FALSE,📣 담당자 미지정 홍보가 있어요
pn-morning-122-AM2026-07-22-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-당일,,,"Cameron Lane 09790님, 오늘 예정된 17:00 블로그·맘카페 「피아노피아노 홍보 포스팅」를 확인해주세요.",122,2026-07-22 블로그·맘카페 피아노피아노 홍보 포스팅,2026-07-22 09:31,FALSE,📣 오늘 홍보 일정이 있어요
pn-lead1h-107-L-Avery Reed 08336,Avery Reed 08336,일반,홍보-1시간전,,,"Avery Reed 08336님, 15:00에 문자 「피아노피아노 티켓오픈」 홍보가 예정되어 있습니다.",107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-22 14:01,FALSE,⏰ 1시간 뒤 홍보 예정
pn-unassigned-108-L-Avery Reed 08336,Avery Reed 08336,일반,홍보-미지정,,,오늘 15:50 카카오톡 「피아노피아노 T/O」 홍보에 지정된 담당자가 없으니 확인해주세요.,108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 15:01,FALSE,📣 담당자 미지정 홍보가 있어요
pn-unassigned-108-L-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-미지정,,,오늘 15:50 카카오톡 「피아노피아노 T/O」 홍보에 지정된 담당자가 없으니 확인해주세요.,108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 15:01,FALSE,📣 담당자 미지정 홍보가 있어요
pn-unassigned-109-L-Avery Reed 08336,Avery Reed 08336,일반,홍보-미지정,,,오늘 16:00 인스타그램 「피아노피아노 T/O」 홍보에 지정된 담당자가 없으니 확인해주세요.,109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 15:01,FALSE,📣 담당자 미지정 홍보가 있어요
pn-unassigned-109-L-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-미지정,,,오늘 16:00 인스타그램 「피아노피아노 T/O」 홍보에 지정된 담당자가 없으니 확인해주세요.,109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 15:01,FALSE,📣 담당자 미지정 홍보가 있어요
pn-overdue-107-O0-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 문자 「피아노피아노 티켓오픈」 완료하셨나요? 확인해주세요.",107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-22 15:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-107-O1-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 문자 「피아노피아노 티켓오픈」 완료하셨나요? 확인해주세요.",107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-22 15:31,FALSE,🔔 홍보 완료됐나요?
pn-overdue-107-O2-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 문자 「피아노피아노 티켓오픈」 완료하셨나요? 확인해주세요.",107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-22 15:46,FALSE,🔔 홍보 완료됐나요?
pn-overdue-107-O3-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 문자 「피아노피아노 티켓오픈」 완료하셨나요? 확인해주세요.",107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-22 16:01,FALSE,🔔 홍보 완료됐나요?
pn-lead1h-122-L-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-1시간전,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「피아노피아노 홍보 포스팅」 홍보가 예정되어 있습니다.",122,2026-07-22 블로그·맘카페 피아노피아노 홍보 포스팅,2026-07-22 16:01,FALSE,⏰ 1시간 뒤 홍보 예정
pn-overdue-107-O4-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 문자 「피아노피아노 티켓오픈」 완료하셨나요? 확인해주세요.",107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-22 16:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O0-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 16:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O0-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 16:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O0-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 16:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O0-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 16:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O1-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 16:31,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O1-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 16:31,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O1-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 16:31,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O1-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 16:31,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O2-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 16:46,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O2-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 16:46,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O2-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 16:46,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O2-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 16:46,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O3-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 17:01,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O3-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 17:01,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O3-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 17:01,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O3-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 17:01,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O4-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 17:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-108-O4-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 15:50에 카카오톡 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 17:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O4-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 17:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-109-O4-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 16:00에 인스타그램 「피아노피아노 T/O」 완료하셨나요? 확인해주세요.",109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 17:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-122-O0-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「피아노피아노 홍보 포스팅」 완료하셨나요? 확인해주세요.",122,2026-07-22 블로그·맘카페 피아노피아노 홍보 포스팅,2026-07-22 17:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-122-O1-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「피아노피아노 홍보 포스팅」 완료하셨나요? 확인해주세요.",122,2026-07-22 블로그·맘카페 피아노피아노 홍보 포스팅,2026-07-22 17:31,TRUE,🔔 홍보 완료됐나요?
pn-overdue-122-O2-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「피아노피아노 홍보 포스팅」 완료하셨나요? 확인해주세요.",122,2026-07-22 블로그·맘카페 피아노피아노 홍보 포스팅,2026-07-22 17:46,TRUE,🔔 홍보 완료됐나요?
m1784710456858-5fbb,Jordan Hayes 05274,일반,예정→완료,예정,완료,,109,2026-07-22 인스타그램 피아노피아노 T/O,2026-07-22 08:54,FALSE,
m1784710490448-plue,Avery Reed 08336,일반,예정→완료,예정,완료,,108,2026-07-22 카카오톡 피아노피아노 T/O,2026-07-22 08:54,TRUE,
m1784710498634-6scb,Avery Reed 08336,일반,예정→완료,예정,완료,,107,2026-07-22 문자 피아노피아노 티켓오픈,2026-07-22 08:54,TRUE,
m1784710466343-mmvt,Cameron Lane 09790,일반,예정→완료,예정,완료,,122,2026-07-22 블로그·맘카페 피아노피아노 홍보 포스팅,2026-07-22 08:54,FALSE,
pn-morning-119-AM2026-07-23-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-당일,,,"Cameron Lane 09790님, 오늘 예정된 16:00 인스타그램 「그날들 T/O」를 확인해주세요.",119,2026-07-23 인스타그램 그날들 T/O,2026-07-23 09:31,TRUE,📣 오늘 홍보 일정이 있어요
pn-morning-130-AM2026-07-23-Avery Reed 08336,Avery Reed 08336,일반,홍보-당일,,,"Avery Reed 08336님, 오늘 예정된 16:00 문자 「그날들」를 확인해주세요.",130,2026-07-23 문자 그날들,2026-07-23 09:31,TRUE,📣 오늘 홍보 일정이 있어요
m1784772433469-x41f,Avery Brooks 06336,일반,신청중→예정,신청 중,예정,,131,46232 문자 다음 달 월간 일정 문자 발송,2026-07-23 02:07,FALSE,
m1784772456796-wqw9,Avery Brooks 06336,일반,변경,예정,예정,관리자가 신청 내용을 변경했어요,131,2026-07-29 문자 다음 달 월간 일정 문자 발송,2026-07-23 02:07,FALSE,
pn-lead1h-119-L-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-1시간전,,,"Cameron Lane 09790님, 16:00에 인스타그램 「그날들 T/O」 홍보가 예정되어 있습니다.",119,2026-07-23 인스타그램 그날들 T/O,2026-07-23 15:01,TRUE,⏰ 1시간 뒤 홍보 예정
pn-lead1h-130-L-Avery Reed 08336,Avery Reed 08336,일반,홍보-1시간전,,,"Avery Reed 08336님, 16:00에 문자 「그날들」 홍보가 예정되어 있습니다.",130,2026-07-23 문자 그날들,2026-07-23 15:01,TRUE,⏰ 1시간 뒤 홍보 예정
m1784787407544-lkpz,Cameron Lane 09790,일반,예정→완료,예정,완료,,119,2026-07-23 인스타그램 그날들 T/O,2026-07-23 06:16,TRUE,
pn-overdue-130-O0-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 문자 「그날들」 완료하셨나요? 확인해주세요.",130,2026-07-23 문자 그날들,2026-07-23 16:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-130-O1-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 문자 「그날들」 완료하셨나요? 확인해주세요.",130,2026-07-23 문자 그날들,2026-07-23 16:31,FALSE,🔔 홍보 완료됐나요?
pn-overdue-130-O2-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 문자 「그날들」 완료하셨나요? 확인해주세요.",130,2026-07-23 문자 그날들,2026-07-23 16:46,TRUE,🔔 홍보 완료됐나요?
pn-overdue-130-O3-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 문자 「그날들」 완료하셨나요? 확인해주세요.",130,2026-07-23 문자 그날들,2026-07-23 17:01,TRUE,🔔 홍보 완료됐나요?
pn-overdue-130-O4-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 16:00에 문자 「그날들」 완료하셨나요? 확인해주세요.",130,2026-07-23 문자 그날들,2026-07-23 17:16,TRUE,🔔 홍보 완료됐나요?
pn-morning-120-AM2026-07-24-Avery Reed 08336,Avery Reed 08336,일반,홍보-당일,,,"Avery Reed 08336님, 오늘 예정된 15:00 카카오톡 「그날들 T/O」를 확인해주세요.",120,2026-07-24 카카오톡 그날들 T/O,2026-07-24 09:31,TRUE,📣 오늘 홍보 일정이 있어요
pn-morning-123-AM2026-07-24-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-당일,,,"Cameron Lane 09790님, 오늘 예정된 17:00 블로그·맘카페 「그날들 홍보 포스팅」를 확인해주세요.",123,2026-07-24 블로그·맘카페 그날들 홍보 포스팅,2026-07-24 09:31,TRUE,📣 오늘 홍보 일정이 있어요
pn-lead1h-120-L-Avery Reed 08336,Avery Reed 08336,일반,홍보-1시간전,,,"Avery Reed 08336님, 15:00에 카카오톡 「그날들 T/O」 홍보가 예정되어 있습니다.",120,2026-07-24 카카오톡 그날들 T/O,2026-07-24 14:01,TRUE,⏰ 1시간 뒤 홍보 예정
pn-overdue-120-O0-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 카카오톡 「그날들 T/O」 완료하셨나요? 확인해주세요.",120,2026-07-24 카카오톡 그날들 T/O,2026-07-24 15:16,TRUE,🔔 홍보 완료됐나요?
pn-overdue-120-O1-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 카카오톡 「그날들 T/O」 완료하셨나요? 확인해주세요.",120,2026-07-24 카카오톡 그날들 T/O,2026-07-24 15:31,TRUE,🔔 홍보 완료됐나요?
pn-lead1h-132-L-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-1시간전,,,"Cameron Lane 09790님, 16:00에 인스타그램 「그날들 티켓오픈 홍보」 홍보가 예정되어 있습니다.",132,2026-07-24 인스타그램 그날들 티켓오픈 홍보,2026-07-24 15:31,FALSE,⏰ 1시간 뒤 홍보 예정
pn-overdue-120-O2-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 카카오톡 「그날들 T/O」 완료하셨나요? 확인해주세요.",120,2026-07-24 카카오톡 그날들 T/O,2026-07-24 15:46,TRUE,🔔 홍보 완료됐나요?
pn-overdue-120-O3-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 카카오톡 「그날들 T/O」 완료하셨나요? 확인해주세요.",120,2026-07-24 카카오톡 그날들 T/O,2026-07-24 16:01,TRUE,🔔 홍보 완료됐나요?
pn-lead1h-123-L-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-1시간전,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「그날들 홍보 포스팅」 홍보가 예정되어 있습니다.",123,2026-07-24 블로그·맘카페 그날들 홍보 포스팅,2026-07-24 16:01,FALSE,⏰ 1시간 뒤 홍보 예정
pn-overdue-120-O4-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 15:00에 카카오톡 「그날들 T/O」 완료하셨나요? 확인해주세요.",120,2026-07-24 카카오톡 그날들 T/O,2026-07-24 16:16,TRUE,🔔 홍보 완료됐나요?
pn-overdue-132-O0-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 16:00에 인스타그램 「그날들 티켓오픈 홍보」 완료하셨나요? 확인해주세요.",132,2026-07-24 인스타그램 그날들 티켓오픈 홍보,2026-07-24 16:16,FALSE,🔔 홍보 완료됐나요?
m1784878035025-gce2,Cameron Lane 09790,일반,예정→완료,예정,완료,,120,2026-07-24 카카오톡 그날들 T/O,2026-07-24 07:27,FALSE,
m1784878051916-rlfa,Cameron Lane 09790,일반,예정→완료,예정,완료,,132,2026-07-24 인스타그램 그날들 티켓오픈 홍보,2026-07-24 07:27,FALSE,
pn-overdue-123-O0-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「그날들 홍보 포스팅」 완료하셨나요? 확인해주세요.",123,2026-07-24 블로그·맘카페 그날들 홍보 포스팅,2026-07-24 17:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-123-O1-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「그날들 홍보 포스팅」 완료하셨나요? 확인해주세요.",123,2026-07-24 블로그·맘카페 그날들 홍보 포스팅,2026-07-24 17:31,FALSE,🔔 홍보 완료됐나요?
pn-overdue-123-O2-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「그날들 홍보 포스팅」 완료하셨나요? 확인해주세요.",123,2026-07-24 블로그·맘카페 그날들 홍보 포스팅,2026-07-24 17:46,FALSE,🔔 홍보 완료됐나요?
pn-overdue-123-O3-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「그날들 홍보 포스팅」 완료하셨나요? 확인해주세요.",123,2026-07-24 블로그·맘카페 그날들 홍보 포스팅,2026-07-24 18:01,FALSE,🔔 홍보 완료됐나요?
pn-overdue-123-O4-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 17:00에 블로그·맘카페 「그날들 홍보 포스팅」 완료하셨나요? 확인해주세요.",123,2026-07-24 블로그·맘카페 그날들 홍보 포스팅,2026-07-24 18:16,FALSE,🔔 홍보 완료됐나요?
m1784937376522-3rso,Cameron Lane 09790,일반,예정→완료,예정,완료,,123,2026-07-24 블로그·맘카페 그날들 홍보 포스팅,2026-07-24 23:56,FALSE,
m1784944877481-y0l0,Cameron Lane 09790,중요,취소,예정,취소,-,124,2026-07-28 문자 섬 박람회 T/O,2026-07-25 02:01,TRUE,
m1784944903593-2acv,Cameron Lane 09790,중요,취소,예정,취소,ㅇ,126,2026-07-28 인스타그램 섬 박람회 T/O,2026-07-25 02:01,FALSE,
pn-morning-125-AM2026-07-28-Avery Reed 08336,Avery Reed 08336,일반,홍보-당일,,,"Avery Reed 08336님, 오늘 예정된 15:50 카카오톡 「섬 박람회 T/O」를 확인해주세요.",125,2026-07-28 카카오톡 섬 박람회 T/O,2026-07-28 09:30,FALSE,📣 오늘 홍보 일정이 있어요
pn-morning-127-AM2026-07-28-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-당일,,,"Cameron Lane 09790님, 오늘 예정된 17:00 블로그·맘카페 「섬 박람회 홍보 포스팅」를 확인해주세요.",127,2026-07-28 블로그·맘카페 섬 박람회 홍보 포스팅,2026-07-28 09:30,TRUE,📣 오늘 홍보 일정이 있어요
m1785200494622-zo7r,Cameron Lane 09790,중요,취소,예정,취소,-,127,2026-07-28 블로그·맘카페 섬 박람회 홍보 포스팅,2026-07-28 01:01,FALSE,
m1785200535781-cohj,Cameron Lane 09790,중요,취소,예정,취소,pp,125,2026-07-28 카카오톡 섬 박람회 T/O,2026-07-28 01:02,TRUE,
pn-overdue-136-O0-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 10:15,TRUE,🔔 홍보 완료됐나요?
